BrFactor_ADAPT,PoyntingFluxPerBSi,LperpTimesSqrtBSi
1.3795599879301363,334039.99126043415,199359.6597241777
1.3458206502986405,396944.20525890926,179458.5258040763
1.2025785990132942,396312.8229716191,179048.52474915274
1.3664218662916345,339761.7545207066,204425.61577577642
0.980299939250829,544041.4521080144,198913.65513770425
1.1638808426390232,408093.9965381371,178122.38285857326
1.385504727670364,341354.077325262,205115.54105346565
1.1970499472218286,433372.6557181535,172617.81229085207
1.266215071469553,424320.9142811803,282408.1402764293
0.9864719599976439,541436.8156480809,198928.47512550323
1.0341703946470413,435145.6903632162,175728.29451132007
1.1834033733219782,412715.8627801941,179523.7938264198
1.385338206611549,394579.94924757915,178970.85394310538
1.3629976666284518,370149.4118010141,175209.0505383009
1.1982493649939348,407253.7842668157,176828.57423298474
1.3690783793713828,370426.4579230463,179360.72771729628
0.9585195885703539,558502.8064351036,193623.39497075844
1.3447502126333277,391902.96981181845,182535.11291390326
1.0527820295792714,310301.778838762,248672.4968585985
1.3024338674975502,361365.28232265584,237007.64091264142
