BrFactor_ADAPT,PoyntingFluxPerBSi,LperpTimesSqrtBSi
0.6999,536193.8635582364,225317.66460344312
0.7000145862478041,407405.3551096221,155917.19075401092
0.7007015328817848,432045.42481001664,182149.46226053179
0.701194650326094,488391.419003584,217943.22809954465
0.702419415246854,421278.3111365766,228472.88493128994
0.7026303836842251,518601.3586264176,122442.23088685688
0.7037371909887178,386195.04346089944,141057.7721635055
0.7043803394598095,360363.1912687614,188764.9835531671
0.7056123070384757,436720.1030993286,202313.26789854292
0.7064960971877716,316587.72558602167,209476.96431304407
0.707026336192594,525825.6525746277,191172.40156758216
0.7088477548936922,503553.44461221126,161987.82486657694
0.7095501705714589,465693.5184994429,220799.2374143934
0.71065193697791,367479.06886582484,198602.86501574732
0.7118792050884182,382583.08870527946,167204.22468551612
0.7123721877353429,309915.62435429037,112802.80801111764
0.7135774835731438,521889.798022061,172385.2872578617
0.7143512328310238,545217.388675564,133108.56365163048
0.7149382851148126,480231.1383766249,203864.40411534175
0.7167949506242073,458533.4572544005,126958.1538428664
0.7171656372478621,538925.0367035641,197407.7284547002
0.717557165149585,391704.61177039717,175955.53565676307
0.718855570493046,423946.4435005253,212337.7777536083
0.7205753882845105,528805.4403966782,136320.17121297648
0.721421207020928,340309.8305098344,215811.20623379535
0.7219891047745234,370947.5859827957,158479.25071776327
0.7230436115080453,414763.2973451677,184490.9964993116
0.7234711111754121,358369.57910554775,120004.56639994428
0.7239946489324534,516235.15928858035,105852.99670782777
0.7254626367123789,312004.66230673355,161437.75396079192
0.725883890118655,390026.7319600383,218545.48205378937
0.7261347225323381,505358.3978808224,145583.5191765275
0.7275316050711798,487639.1657448038,110829.4639666077
0.7284048857787495,345721.6854709387,126361.95072727709
0.7292303728980594,433260.0267265524,222785.8477887589
0.7300169320593581,350307.380027281,201665.61824066113
0.7302909322300902,492610.6291938579,159250.151690108
0.731423269633421,541950.183395239,142033.5451740819
0.7321316643878335,499202.8218494216,206347.17788062384
0.7326708800732129,449219.6635314162,108035.76449570102
0.7334155766343973,362374.68714623747,165772.8188584355
0.7342273802590542,467233.29821423715,199913.73108743288
0.7343634433169706,325867.22056261316,115644.63308828117
0.7350516342636796,300703.29983925674,153401.80723142467
0.7358053676168089,430156.27477029525,147037.10731461804
0.7362998391446078,547588.5267499511,121723.20305223532
0.7382484567524261,404276.52334795817,192684.25574063303
0.7393731017593247,303521.62373626215,202890.14925927087
0.7395855521159365,478449.04451307363,150574.6807933052
0.7411860082393844,496629.9883145711,120350.49616807624
0.7424519706299567,418645.3869928042,129331.38876271258
