Radius,BStrength,ApexHeight,OrientationCme,iHelicity,restartdir,realization
0.52875,22.01241134751773,0.530567578125,342.975,-1.0,30.0,[4.0]
0.64375,7.743203883495145,0.735283203125,347.925,-1.0,30.0,[4.0]
0.66625,16.48170731707317,0.656048046875,330.82500000000005,1.0,23.0,[5.0]
0.30874999999999997,19.697368421052634,0.335862109375,315.07500000000005,1.0,30.0,[5.0]
0.42125,15.652077151335313,0.424277734375,372.675,1.0,30.0,[4.0]
0.43125,30.719565217391306,0.417369140625,301.125,1.0,30.0,[4.0]
0.63125,12.298514851485148,0.711537109375,302.925,1.0,30.0,[5.0]
0.5762499999999999,14.106832971800435,0.6063230468749999,373.57500000000005,1.0,23.0,[5.0]
0.56875,33.19285714285714,0.554708984375,332.625,1.0,30.0,[4.0]
0.31375,23.81175298804781,0.385422265625,374.02500000000003,1.0,26.0,[4.0]
0.74125,7.809865092748736,0.804951171875,318.675,1.0,23.0,[5.0]
0.77125,17.366693679092382,0.8216222656250001,370.425,-1.0,23.0,[5.0]
0.57125,9.87800875273523,0.516445703125,326.77500000000003,-1.0,26.0,[4.0]
0.58875,23.122611464968156,0.6260988281250001,330.375,1.0,30.0,[4.0]
0.40375,23.57507739938081,0.441475390625,302.475,-1.0,30.0,[5.0]
0.73125,16.916666666666664,0.735134765625,297.07500000000005,1.0,26.0,[4.0]
0.78375,19.98205741626795,0.702680859375,340.725,-1.0,26.0,[5.0]
0.68625,9.075136612021856,0.8121339843750002,306.07500000000005,1.0,23.0,[5.0]
0.61625,31.227687626774852,0.690007421875,369.07500000000005,-1.0,23.0,[5.0]
0.32125,16.42704280155642,0.29705585937499995,335.77500000000003,1.0,26.0,[5.0]
0.30124999999999996,22.129668049792535,0.28025664062499994,346.57500000000005,-1.0,30.0,[5.0]
0.66125,7.759451795841209,0.818503515625,378.07500000000005,-1.0,26.0,[4.0]
0.56125,18.13195991091314,0.6421050781250001,381.225,-1.0,30.0,[4.0]
0.6187499999999999,20.583333333333332,0.6185566406249999,321.375,-1.0,23.0,[5.0]
0.53125,28.515882352941176,0.575908203125,301.57500000000005,1.0,23.0,[5.0]
0.68875,11.165607985480944,0.804761328125,368.625,-1.0,26.0,[4.0]
0.50875,31.21437346437346,0.635460546875,300.675,-1.0,26.0,[5.0]
0.35125,51.040035587188605,0.397900390625,377.175,-1.0,23.0,[5.0]
0.50125,14.175187032418954,0.48229648437499995,383.02500000000003,1.0,26.0,[5.0]
0.7012499999999999,14.824866310160433,0.797014453125,325.875,-1.0,23.0,[5.0]
0.42374999999999996,40.40929203539824,0.49035820312499995,307.875,-1.0,26.0,[4.0]
0.41625,17.245495495495497,0.487923046875,326.32500000000005,1.0,23.0,[5.0]
0.36375,45.86855670103092,0.399783984375,318.225,1.0,26.0,[5.0]
0.47375,12.528364116094988,0.5242339843749999,327.675,1.0,26.0,[4.0]
0.7737499999999999,9.560985460420033,0.6850105468749998,331.27500000000003,1.0,26.0,[5.0]
