RelativeStrength,CmeRadius,DeltaOrientation,ApexCoeff,Helicity,bgRunIdx,realization
1.6437499999999998,0.31875,32.175,1.2340625,1.0,2.0,5.0
1.48625,0.68375,18.675000000000004,0.9696875,1.0,2.0,9.0
1.29875,0.46125,24.075000000000003,0.9040625,1.0,2.0,5.0
0.68375,0.71375,44.325,1.0821875,-1.0,2.0,9.0
0.8262499999999999,0.38125,21.375,1.1196875,1.0,2.0,9.0
0.76625,0.65625,-8.325000000000003,0.9396875,1.0,2.0,9.0
0.83375,0.54625,39.375,0.9340625,-1.0,2.0,5.0
0.85625,0.52875,-6.524999999999999,1.2059375,-1.0,2.0,5.0
0.56375,0.5862499999999999,-34.425,1.0540625,1.0,2.0,5.0
1.10375,0.60625,29.025000000000006,1.1328125,-1.0,2.0,9.0
1.23875,0.42874999999999996,39.825,1.0765625,1.0,2.0,5.0
0.94625,0.30374999999999996,30.825000000000003,1.0090625,-1.0,2.0,9.0
0.90125,0.76125,-25.425,1.1009375000000001,-1.0,2.0,5.0
1.12625,0.77125,21.825000000000003,0.9246875,-1.0,2.0,5.0
1.1712500000000001,0.51875,-13.725000000000001,0.9884375,-1.0,2.0,5.0
1.18625,0.35875,4.274999999999999,1.1909375,1.0,2.0,9.0
1.02875,0.62375,-20.924999999999997,0.8759375,-1.0,2.0,5.0
1.38125,0.41874999999999996,-34.875,1.0296875,-1.0,2.0,5.0
1.76375,0.41375,-6.975000000000001,0.9603125,1.0,2.0,9.0
1.66625,0.62125,41.175,1.0446875,-1.0,2.0,9.0
1.80875,0.57875,-29.475,0.9115625,1.0,2.0,5.0
1.62125,0.75125,-43.425,1.0109375,-1.0,2.0,9.0
1.7937500000000002,0.32125,-41.625,1.1103125,-1.0,2.0,9.0
1.53125,0.61625,-22.275,1.2303125000000001,1.0,2.0,9.0
1.53875,0.47125,8.325000000000003,1.0053125,-1.0,2.0,9.0
1.42625,0.70375,-44.775,1.1871875,1.0,2.0,9.0
1.86125,0.62625,-1.5750000000000028,1.1965625,-1.0,2.0,5.0
1.02125,0.39625,-37.575,1.1721875,1.0,2.0,9.0
1.32125,0.57375,11.474999999999994,1.0634375,-1.0,2.0,5.0
1.6512499999999999,0.44375,-27.224999999999998,1.1815625,-1.0,2.0,5.0
1.74125,0.34625,17.325000000000003,1.1646874999999999,-1.0,2.0,9.0
0.88625,0.33375,9.675000000000004,0.9134375,1.0,2.0,5.0
1.59125,0.73125,-3.8249999999999957,1.1346875,1.0,2.0,9.0
0.52625,0.49375,2.0249999999999986,1.1028125,1.0,2.0,5.0
1.35125,0.49124999999999996,42.97500000000001,1.2153125,-1.0,2.0,5.0
1.90625,0.65375,-38.925,0.9771875,-1.0,2.0,5.0
1.95875,0.56375,-23.625,1.1215625,-1.0,2.0,9.0
1.93625,0.48375,-0.22500000000000142,0.8834375,1.0,2.0,9.0
1.50125,0.38625,-16.875,0.9284375,-1.0,2.0,9.0
1.98875,0.70875,7.425000000000004,1.0559375,1.0,2.0,5.0
0.53375,0.59625,-11.924999999999997,1.2415625000000001,-1.0,7.0,1.0
0.55625,0.44625,16.875,1.0671875,-1.0,7.0,9.0
0.64625,0.68625,-4.725000000000001,1.0484375,-1.0,7.0,1.0
0.69875,0.54375,30.375,1.1121875,1.0,7.0,9.0
0.63125,0.47375,-44.325,0.9865625,-1.0,7.0,1.0
0.75875,0.32625,-17.325,1.2078125,1.0,7.0,1.0
0.86375,0.42125,33.075,1.1384375,-1.0,7.0,9.0
0.81875,0.50875,-35.775,0.9078125,-1.0,7.0,9.0
1.47875,0.38875,-28.575,1.1046875,1.0,7.0,9.0
0.9087500000000001,0.63625,20.924999999999997,1.1946875000000001,-1.0,7.0,1.0
