Radius,BStrength,ApexHeight,Orientation,restartdir,realization
0.35875,-15.471691637630663,0.433975390625,154.055,11.0,[5]
0.50375,-29.97509007444168,0.5895449218750001,192.755,11.0,[4]
0.63125,9.047073069306931,0.584892578125,214.805,11.0,[4]
0.55875,11.657167561521254,0.504097265625,163.95499999999998,11.0,[4]
0.51875,13.174811325301205,0.551658203125,183.755,11.0,[4]
0.42125,17.557667952522255,0.489834765625,171.605,11.0,[4]
0.60875,-12.940704928131415,0.729548828125,196.355,11.0,[4]
0.61625,-19.554624137931036,0.5744605468749999,180.605,11.0,[4]
0.32875,46.66371064638784,0.404465234375,166.655,11.0,[5]
0.31875,-27.735300784313726,0.312673828125,158.555,11.0,[4]
0.63625,-10.993994302554029,0.630086328125,144.605,11.0,[5]
0.67875,17.87224290976059,0.781623046875,146.405,11.0,[4]
0.71875,-15.09122904347826,0.744130859375,170.255,11.0,[4]
0.40875,28.499812538226305,0.46227070312499996,222.45499999999998,11.0,[5]
0.47875,-19.97463577023499,0.537845703125,163.055,11.0,[5]
0.76625,13.527353181076673,0.931233203125,200.405,11.0,[5]
0.65875,15.247580075901329,0.722772265625,176.555,11.0,[4]
0.45625,-13.396610684931508,0.436431640625,200.855,11.0,[4]
0.58625,16.038143070362473,0.587166015625,212.105,11.0,[5]
0.75625,-10.841183636363636,0.673771484375,150.45499999999998,11.0,[5]
0.35625,26.617850175438594,0.316060546875,189.605,11.0,[5]
0.43125,-29.431928405797102,0.536232421875,208.95499999999998,11.0,[5]
0.54625,-23.6764528604119,0.48769882812500004,220.655,11.0,[4]
0.70125,18.900896078431373,0.7549394531250001,205.805,11.0,[5]
0.79875,17.196544444444445,0.886862109375,157.20499999999998,11.0,[4]
0.66625,-22.302751782363977,0.651051171875,228.755,11.0,[4]
0.78125,-21.07412912,0.8234863281249999,217.055,11.0,[5]
0.49375,42.609185063291136,0.47878320312500006,173.405,11.0,[4]
0.47125,-33.234346684350136,0.428690234375,154.505,11.0,[5]
0.74875,23.167797829716196,0.881887109375,174.305,11.0,[5]
0.45375,-37.69949393939394,0.49955039062499995,144.155,11.0,[5]
0.33375,56.544107490636705,0.360554296875,226.95499999999998,11.0,[5]
0.38875,-34.920242765273315,0.395917578125,184.655,11.0,[5]
0.77125,24.260746029173422,0.7290722656249999,161.255,11.0,[5]
0.59375,-33.54074378947369,0.638095703125,168.005,11.0,[4]
0.73375,26.703680579216353,0.728017578125,195.005,11.0,[5]
0.62875,26.31317872763419,0.7676644531250001,231.45499999999998,11.0,[4]
0.56875,24.9973210989011,0.5472441406249999,149.555,11.0,[4]
0.66875,-30.739138130841123,0.757568359375,190.505,11.0,[5]
0.58125,36.60908107526882,0.682423828125,220.20499999999998,11.0,[4]
0.61875,13.639415555555553,0.747333984375,159.45499999999998,15.0,[4]
0.48125,-11.70019142857143,0.5036582031250001,145.95499999999998,15.0,[4]
0.78375,-10.256012280701755,0.8937199218749999,223.355,15.0,[4]
0.76375,-14.727410310965631,0.8279527343749999,172.505,15.0,[6]
0.57875,-13.334183369330452,0.6512746093749999,150.905,15.0,[4]
0.46375,-18.544223989218327,0.474039453125,229.20499999999998,15.0,[6]
0.67125,-18.430581936685286,0.6710402343749999,213.905,15.0,[4]
0.44625,35.81552240896359,0.400091015625,172.95499999999998,15.0,[4]
0.54375,-20.095758390804598,0.499740234375,153.155,15.0,[6]
0.64375,15.22889339805825,0.586818359375,204.905,15.0,[6]
0.32625,-32.263080076628356,0.315748828125,181.95499999999998,15.0,[6]
0.51125,-22.94287750611247,0.5408066406250001,188.70499999999998,15.0,[6]
0.68625,9.257481785063753,0.7954066406250001,198.155,15.0,[6]
0.53125,-34.91878564705882,0.505185546875,216.605,15.0,[4]
0.77875,-17.329048635634027,0.971247265625,193.20499999999998,15.0,[6]
0.54875,-36.876187015945334,0.557838671875,174.755,15.0,[6]
0.65125,21.33778944337812,0.741407421875,170.70499999999998,15.0,[4]
0.42375,-33.36160147492625,0.418850390625,165.755,15.0,[4]
0.34625,-38.74295703971119,0.40327304687500004,154.95499999999998,15.0,[6]
0.39375,31.012146349206354,0.346376953125,196.805,15.0,[6]
0.62375,-24.85160781563126,0.588469140625,194.555,15.0,[4]
0.52125,-39.59145587529976,0.6266402343749999,230.105,15.0,[6]
0.56125,26.189243429844097,0.566336328125,223.805,15.0,[4]
0.38625,-19.564176375404532,0.46144804687499996,204.005,15.0,[6]
0.78625,12.264679968203499,0.794849609375,150.005,15.0,[6]
0.44375,-22.27346,0.523486328125,142.355,15.0,[4]
0.72375,-23.30280086355786,0.7615207031250001,160.805,15.0,[6]
0.46875,36.66430533333333,0.540673828125,221.555,15.0,[4]
0.60375,-27.00400476190476,0.7077082031249999,209.855,15.0,[6]
0.73875,25.00217546531303,0.8160878906250001,190.95499999999998,15.0,[4]
0.36625,18.222355972696246,0.386737109375,215.255,15.0,[6]
0.32375,59.28212162162162,0.33457539062499997,152.255,15.0,[4]
0.60625,29.407629072164948,0.5912832031249999,148.20499999999998,15.0,[6]
0.69375,17.254471171171172,0.8405214843750001,226.505,15.0,[6]
0.43875,-43.9266886039886,0.538976953125,198.605,15.0,[6]
0.67625,-29.092899630314232,0.802835546875,153.605,15.0,[4]
0.31125,-45.93565983935742,0.344417578125,228.305,15.0,[4]
0.40375,-44.95199040247679,0.450559765625,177.005,15.0,[4]
0.70375,29.666486145648314,0.7259621093749999,209.405,15.0,[4]
0.33125,60.84697320754717,0.411267578125,218.855,15.0,[4]
0.37375,45.33953143812709,0.342098046875,231.005,17.0,[5]
0.57625,22.861614967462035,0.566345703125,159.905,17.0,[11]
0.30625,19.69618244897959,0.282037109375,205.355,17.0,[5]
0.54125,16.481985912240184,0.662862109375,148.655,17.0,[5]
0.77625,7.667256843800323,0.957941015625,188.255,17.0,[11]
0.52875,19.451700472813236,0.49685976562500006,186.905,17.0,[5]
0.74125,-13.11750741989882,0.886951953125,181.055,17.0,[5]
0.75875,-8.69020115321252,0.779852734375,202.20499999999998,17.0,[11]
0.55125,13.85380657596372,0.559346484375,208.505,17.0,[5]
0.41375,-24.082406344410877,0.364746484375,145.505,17.0,[11]
0.79125,-15.939679462875196,0.884469140625,173.855,17.0,[5]
0.69875,-16.212246690518786,0.618612109375,215.70499999999998,17.0,[11]
0.49875,40.733945614035086,0.49578867187500003,222.005,17.0,[11]
0.68125,13.212657064220183,0.6618769531250001,197.255,17.0,[5]
0.50625,-12.390516790123458,0.470021484375,151.355,17.0,[11]
0.64125,-11.659127290448343,0.719201953125,224.255,17.0,[5]
0.33875,20.886130258302583,0.340549609375,155.405,17.0,[5]
0.37625,-23.07011727574751,0.39518007812499995,175.20499999999998,17.0,[11]
0.79375,18.92246157480315,0.7384355468749999,199.95499999999998,17.0,[11]
0.62625,18.986094411177646,0.7423019531249999,211.655,17.0,[5]
0.44875,-29.714765738161564,0.433464453125,191.855,17.0,[11]
0.59125,18.07412325581395,0.7385082031250001,172.055,17.0,[5]
0.38125,37.92254327868853,0.44117773437499996,169.355,17.0,[11]
0.61125,-23.915689366053172,0.6523183593749999,218.405,17.0,[11]
0.41625,38.011246546546545,0.433290234375,212.555,17.0,[5]
0.47375,41.18961029023747,0.538446484375,185.555,17.0,[5]
0.34875,53.42179964157706,0.42776367187500003,202.655,17.0,[5]
0.76125,-22.89278998357964,0.8737722656249999,214.355,17.0,[11]
0.53875,-30.85783549883991,0.649698828125,197.70499999999998,17.0,[5]
0.30375,53.93881687242798,0.32586679687500003,179.70499999999998,17.0,[11]
0.71125,-22.69690316344464,0.709694140625,186.45499999999998,17.0,[11]
0.48875,-36.97006317135549,0.44186054687500004,208.055,17.0,[11]
0.64625,-28.208300000000005,0.755102734375,179.255,17.0,[5]
0.60125,-34.05663347193347,0.527784765625,182.855,17.0,[11]
0.39625,-47.82799652996845,0.37160820312500004,165.305,17.0,[5]
0.72875,26.55654528301887,0.6724996093750001,149.105,17.0,[11]
0.43625,-40.31548853868195,0.470468359375,156.305,17.0,[11]
0.46125,-24.038079403794036,0.502618359375,231.905,17.0,[5]
0.52375,-39.708910501193316,0.5903644531250001,147.305,17.0,[5]
